"","X","Company","Parent.Company","Location","City","County","Address","Zip","Project.Description","NAICS.Industry.Code","Year","Subsidy.Value","Megadeal.Contribution","Subsidy.Value.Adjusted.For.Megadeal","Program.Name","Awarding.Agency","Type.of.Subsidy","Number.of.Jobs.or.Training.Slots","Wage.Data","Wage.Data.Type","Investment.Data","Value.of.Exempted.Property","Source.of.Data","Notes","Subsidy.Source","CFDA.Program.Number","Loan.Value","State.in.Which.Facility.Is.Located","HQ.State.of.Parent","HQ.Country.of.Parent","Ownership.Structure","Major.Industry.of.Parent","Specific.Industry.of.Parent","Megadeal.Subsidy.Value.in.2023.Dollars","subs_m","Sector","investment_m","Seq..No.","X2022.NAICS.US.Code","X4"
"636",37892,"BURNDY, LLC","Hubbell","Oklahoma",NA,"",NA,NA,"",NA,2022,32265,"$0","$32,265","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=taxcredit","Year is fiscal year; subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.032265,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"637",50297,"Burndy, LLC","Hubbell","Oklahoma","","",NA,NA,"",NA,2023,32265,"$0","$32,265","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,"","",NA,0,"https://oktap.tax.ok.gov/OkTAP/Web?link=QLTYJOBSREBATE","Year is fiscal year. Subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.032265,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"638",91813,"EATON HYDRAULICS LLC","Eaton","Oklahoma","","Pottawatomie",NA,NA,"year of exemption: 3",NA,2021,31983,"$0","$31,983","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","industrial equipment","industrial equipment",NA,0.031983,"Machinery Manufacturing",NA,685,333,NA
"639",184808,"Mitsubishi Electric Power Products Inc","Mitsubishi Electric","Pennsylvania",NA,"",NA,NA,"",NA,2021,31800,"$0","$31,800","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"","Japan","publicly traded","electrical and electronic equipment","electrical and electronic products",NA,0.0318,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"640",37891,"BURNDY, LLC","Hubbell","Oklahoma",NA,"",NA,NA,"",NA,2022,31732,"$0","$31,732","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=taxcredit","Year is fiscal year; subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.031732,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"641",50296,"Burndy, LLC","Hubbell","Oklahoma","","",NA,NA,"",NA,2023,31732,"$0","$31,732","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,"","",NA,0,"https://oktap.tax.ok.gov/OkTAP/Web?link=QLTYJOBSREBATE","Year is fiscal year. Subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment",NA,0.031732,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"642",48071,"Bridgestone Americas, Inc.","Bridgestone","North Carolina","","",NA,NA,"",NA,2023,31556,"$0","$31,556","Article 3F Research & Development Tax Credits","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"","Japan","publicly traded","automotive parts","automotive parts-tires","$0",0.031556,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"643",134465,"Hubbell-Burndy","Hubbell","Oklahoma","","Wagoner",NA,NA,"year of exemption: 1",NA,2024,31545,"$0","$31,545","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.031545,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"644",183011,"Microchip Technology Incorporated","Microchip Technology Inc.","Pennsylvania",NA,"",NA,NA,"",NA,2021,31400,"$0","$31,400","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"Arizona","USA","publicly traded","electrical and electronic equipment","semiconductors",NA,0.0314,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"645",120767,"Goodyear Tire & Rubber","Goodyear Tire & Rubber","Oklahoma","","Comanche",NA,NA,"year of exemption: 2A",NA,2024,31029,"$0","$31,029","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Ohio","USA","publicly traded","automotive parts","automotive parts-tires","$0",0.031029,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"646",145376,"JOHNSON CONTROL DBA YORK INTL","Johnson Controls","Oklahoma","","Cleveland",NA,NA,"year of exemption: 4",NA,2021,30773,"$0","$30,773","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","automotive parts","automotive parts; business services",NA,0.030773,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"647",98805,"Entegris - Arrowswest","Entegris","Colorado","Colorado Springs","El Paso","",NA,"Pikes Peak EZ","339999",2021,30255,"$0","$30,255","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",-3,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Massachusetts","USA","publicly traded","electrical and electronic equipment","semiconductor components","$0",0.030255,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"648",30135,"Astronics Custom Control Concepts Inc.","Astronics","Washington",NA,NA,NA,NA,NA,NA,2021,30235,"$0","$30,235","Aerospace Pre-production Expenditures B&O Tax Credit","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1331","Subsidy value is the amount for the year.","state",NA,NA,NA,"New York","USA","publicly traded","electrical and electronic equipment","electronic equipment",NA,0.030235,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"649",157347,"Kyosan Denso Manufacturing Kentucky, LLC","Denso","Kentucky","","MONTGOMERY","",NA,"",NA,2021,30011,"$0","$30,011","Grant-in-Aid Program","Bluegrass State Skills Corporation","training reimbursement",43,"25.2","Estimated average hourly wage",60022,0,"https://ced.ky.gov/fireports/FISearch.aspx","Year is year of final approval. Subsidy value is maximum authorized amount. Jobs figure is estimated number of new positions. Wage figure is estimated rate. Investment figure is total project cost.","state",NA,NA,NA,"","Japan","publicly traded","automotive parts","automotive parts",NA,0.030011,"Motor Vehicle Parts Manufacturing",0.06,818,3363,NA
"650",16202,"AT&T Corp.","AT&T","Colorado","Colorado Springs","El Paso","",NA,"Pikes Peak EZ","517110",2021,29824,"$0","$29,824","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",-1,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Texas","USA","publicly traded","telecommunications","telecommunications","$0",0.029824,"Telecommunications",NA,1388,517,NA
"651",145983,"JTEKT North America Corporation","JTEKT","South Carolina","Greenville","Greenville","",NA,"",NA,2022,29593,"$0","$29,593","Greenville County: Tax Abatements (Greenville City tax reduction)","Greenville County Council","tax abatement",NA,"","",NA,0,"https://www.greenvillesc.gov/Archive.aspx?AMID=45","Year is FY. Subsidy is actual CITY tax abatement in this year.","state",NA,NA,NA,"""""","Japan","publicly traded","automotive parts","automotive parts","$0",0.029593,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"652",88694,"Dominion Solar Projects V, Inc.","Dominion Energy","North Carolina","","",NA,NA,"Credit for Investing in Renewable Energy Property",NA,2023,29045,"$0","$29,045","Article 3B Business and Energy Tax Credits","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"Virginia","USA","publicly traded","utilities and power generation","utilities","$0",0.029045,"Utilities",NA,173,22,NA
"653",145982,"JTEKT North America Corporation","JTEKT","South Carolina","Greenville","Greenville","",NA,"",NA,2021,28062,"$0","$28,062","Greenville County: Tax Abatements (Greenville City tax reduction)","Greenville County Council","tax abatement",NA,"","",NA,0,"https://www.greenvillesc.gov/Archive.aspx?AMID=45","Year is FY. Subsidy is actual CITY tax abatement in this year.","state",NA,NA,NA,"""""","Japan","publicly traded","automotive parts","automotive parts","$0",0.028062,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"654",216593,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"1100 O ST NW WASHINGTON DC 20005",NA,"",NA,2022,28000,"$0","$28,000","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.028,"Utilities",NA,173,22,NA
"655",37896,"BURNDY, LLC","Hubbell","Oklahoma","","",NA,NA,"",NA,2024,27798,"$0","$27,798","Quality Jobs Incentive Payment","Oklahoma Tax Commission","grant",NA,"","",NA,0,"https://oktap.tax.ok.gov/OkTAP/Web/_/","Year is fiscal year. Subsidy value is cash payment during the year.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.027798,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"656",91804,"EATON HYDRAULICS","Eaton","Oklahoma",NA,"Pottawatomie",NA,NA,"year of exemption: 4",NA,2022,27755,"$0","$27,755","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","industrial equipment","industrial equipment",NA,0.027755,"Machinery Manufacturing",NA,685,333,NA
"657",216592,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"3301 K ST NW WASHINGTON DC 20007",NA,"",NA,2022,27500,"$0","$27,500","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.0275,"Utilities",NA,173,22,NA
"658",145391,"JOHNSON CONTROLS INC","Johnson Controls","Oklahoma",NA,"Cleveland",NA,NA,"year of exemption: 5",NA,2022,27316,"$0","$27,316","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Ireland","publicly traded","automotive parts","automotive parts; business services",NA,0.027316,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"659",30136,"Astronics Custom Control Concepts Inc.","Astronics","Washington",NA,NA,NA,NA,NA,NA,2022,27010,"$0","$27,010","Aerospace Pre-production Expenditures B&O Tax Credit","Department of Revenue","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://secure.dor.wa.gov/gteunauth/_/#1","Subsidy value is the amount for the year.","state",NA,NA,NA,"New York","USA","publicly traded","electrical and electronic equipment","electronic equipment","$0",0.02701,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"660",219715,"Public Service Company of Colorado D.B.A. Xcel Energy","Xcel Energy","Colorado","Denver","Denver","",NA,"Denver EZ","221118",2021,27000,"$0","$27,000","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",0,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Minnesota","USA","publicly traded","utilities and power generation","power generation","$0",0.027,"Utilities",NA,173,22,NA
"661",80325,"DELTA COUNTY TELE-COMM, INC.","Telephone & Data Systems Inc.","Colorado","Paonia","Delta","",NA,"Region 10 EZ","517110",2021,26773,"$0","$26,773","Enterprise Zone","Office of Economic Development and International Trade","Tax Credit/Rebate",0,"","",NA,0,"https://oedit.colorado.gov/about/oedit-reports#edc","Year is fiscal year. Subsidy is a sum of ITC tax credit, job training credits earned, ESHITC tax credit, NETC credits and rehabilitation tax credits (for the breakdown see original source). Jobs number represents employee change between beginning and end of the year.","state",NA,NA,NA,"Illinois","USA","publicly traded","telecommunications","telecommunications","$0",0.026773,"Telecommunications",NA,1388,517,NA
"662",135605,"I C BUS OF OKLAHOMA INC","Volkswagen","Oklahoma","","Tulsa",NA,NA,"year of exemption: 3",NA,2021,26552,"$0","$26,552","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles",NA,0.026552,"Motor Vehicle Manufacturing",NA,807,3361,NA
"663",134464,"Hubbell-Burndy","Hubbell","Oklahoma","","Wagoner",NA,NA,"year of exemption: 2",NA,2024,25769,"$0","$25,769","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.025769,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"664",149261,"Johnson Controls, Inc.","Johnson Controls","North Carolina","","",NA,NA,"",NA,2023,25756,"$0","$25,756","Article 3F Research & Development Tax Credits","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"","Ireland","publicly traded","automotive parts","automotive parts; business services","$0",0.025756,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"665",90929,"Dxc Technology Services","DXC Technology","Oklahoma","","Tulsa",NA,NA,"year of exemption: 3",NA,2023,25378,"$0","$25,378","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Virginia","USA","publicly traded","information technology","information technology","$0",0.025378,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"666",282142,"Verizon Communications Inc.","Verizon Communications","Maryland","","",NA,NA,"","551112",2021,25173,"$0","$25,173","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount. Jobs are number of promised jobs. Investment is total project cost.","state",NA,NA,NA,"New York","USA","publicly traded","telecommunications","telecommunications",NA,0.025173,"Telecommunications",NA,1388,517,NA
"667",228767,"Renesas Electronics America, Inc.","Renesas Electronics","North Carolina","","",NA,NA,"",NA,2023,24816,"$0","$24,816","Article 3F Research & Development Tax Credits","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"","Japan","publicly traded","electrical and electronic equipment","semiconductors","$0",0.024816,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"668",121169,"Goulds Pumps Incorporated 2012/2013 Project","ITT Inc.","New York","Seneca Falls",NA,"240 Fall Street","13148","Manufacturing",NA,2021,24246,"$0","$24,246","Industrial Development Agencies","Seneca County Industrial Development Agency","tax credit/rebate",644,"$57,000","Average annual salary",29479623,0,"https://data.ny.gov/Transparency/Industrial-Development-Agencies-Project-Data/9rtk-3fkw/data","Year is fiscal year. Subsidy value is property tax abatements and sales tax exemptions less net of payments in lieu of taxes for the fiscal year. Jobs data is total current FTE. Wage data is estimated annual salary of jobs created. See original source for further details on jobs and wage information. Investment is total project cost.","local",NA,NA,NA,"""New York""","USA","publicly traded","industrial equipment","industrial equipment",NA,0.024246,"Machinery Manufacturing",29.48,685,333,NA
"669",70765,"Cognizant Technology Solutions U.S. Corporation","Cognizant Technology Solutions","Arizona","","","",NA,"",NA,2021,24000,"$0","$24,000","Quality Jobs Tax Credit","Arizona Commerce Authority","tax credit/rebate",0,"","Average Annual Salary",NA,0,"https://www.azcommerce.com/about-us/annual-reports","Year is fiscal year. Subsidy is post-approved award based on actual company outcomes. Subsidy amount in current year may reflect jobs created in prior years. Investment, jobs, and wage data are actual. Check the original source for possible jobs retained.","state",NA,NA,NA,"""New Jersey""","USA","publicly traded","information technology","information technology",NA,0.024,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",NA,1402,518,NA
"670",134442,"Hubbell Gas Fka Burndy Llc","Hubbell","Oklahoma","","Wagoner",NA,NA,"year of exemption: 1",NA,2023,23529,"$0","$23,529","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"Connecticut","USA","publicly traded","electrical and electronic equipment","electrical equipment","$0",0.023529,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"671",135615,"I C Bus Of Oklahoma","Volkswagen","Oklahoma","","Tulsa",NA,NA,"year of exemption: 5",NA,2023,23307,"$0","$23,307","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles","$0",0.023307,"Motor Vehicle Manufacturing",NA,807,3361,NA
"672",216802,"PowerTrain, Inc.","PowerTrain Inc.","Maryland","","Prince George's",NA,NA,"","541990",2021,22867,"$0","$22,867","Research and Development Tax Credit","Department of Business & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://transparency.md.gov/public/single/?appid=2f3c6c3a-ce52-4211-b284-13060307027a&sheet=809d84d9-fa71-4af5-8727-62b9a62ff772&opt=ctxmenu","Year is fiscal year. Subsidy is approved tax credit amount. Jobs are number of promised jobs. Investment is total project cost.","state",NA,NA,NA,"Mississippi","USA","privately held","automotive parts","automotive parts",NA,0.022867,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"673",135604,"I C BUS OF OKLAHOMA","Volkswagen","Oklahoma",NA,"Tulsa",NA,NA,"year of exemption: 4",NA,2022,22859,"$0","$22,859","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles",NA,0.022859,"Motor Vehicle Manufacturing",NA,807,3361,NA
"674",216591,"Potomac Electric Power Company","Exelon","District of Columbia","Washington",NA,"1032 IRVING ST NE WASHINGTON DC 20017",NA,"",NA,2022,21500,"$0","$21,500","Property Tax Abatement","Office of the Deputy Mayor for Planning and Economic Development","Tax Credit/Rebate",NA,NA,NA,NA,0,"https://cfo.dc.gov/page/unified-economic-development-reports","Year is fiscal year.","state",NA,NA,NA,"Illinois","USA","publicly traded","utilities and power generation","utilities","$0",0.0215,"Utilities",NA,173,22,NA
"675",149243,"Johnson Controls US Holdings, Inc.","Johnson Controls","North Carolina","","",NA,NA,"",NA,2023,21453,"$0","$21,453","William S. Lee (Article 3A) Tax Credits","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"","Ireland","publicly traded","automotive parts","automotive parts; business services","$0",0.021453,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"676",214159,"Piedmont Natural Gas Co Inc","Duke Energy","South Carolina","Greenville","Greenville","",NA,"",NA,2021,21242,"$0","$21,242","Greenville County: Tax Abatements (Greenville City tax reduction)","Greenville County Council","tax abatement",NA,"","",NA,0,"https://www.greenvillesc.gov/Archive.aspx?AMID=45","Year is FY. Subsidy is actual CITY tax abatement in this year.","state",NA,NA,NA,"""North Carolina""","USA","publicly traded","utilities and power generation","utilities","$0",0.021242,"Utilities",NA,173,22,NA
"677",135614,"I C Bus Of Oklahoma","Volkswagen","Oklahoma","","Tulsa",NA,NA,"year of exemption: 2",NA,2023,20760,"$0","$20,760","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles","$0",0.02076,"Motor Vehicle Manufacturing",NA,807,3361,NA
"678",231188,"Robert Bosch LLC","Robert Bosch","Pennsylvania",NA,"",NA,NA,"",NA,2021,20500,"$0","$20,500","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"","Germany","privately held","automotive parts","automotive parts",NA,0.0205,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"679",138184,"Ic Bus Of Oklahoma","Volkswagen","Oklahoma","","Tulsa",NA,NA,"year of exemption: 1",NA,2024,20256,"$0","$20,256","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles","$0",0.020256,"Motor Vehicle Manufacturing",NA,807,3361,NA
"680",194683,"New York Air Brake LLC","Knorr-Bremse","New York","Watertown",NA,"748 Starbuck Avenue","13601","Construction",NA,2021,20173,"$0","$20,173","Industrial Development Agencies","Jefferson Industrial Development Agency","tax credit/rebate",344,"$40,000","Average annual salary",3141628,0,"https://data.ny.gov/Transparency/Industrial-Development-Agencies-Project-Data/9rtk-3fkw/data","Year is fiscal year. Subsidy value is property tax abatements and sales tax exemptions less net of payments in lieu of taxes for the fiscal year. Jobs data is total current FTE. Wage data is estimated annual salary of jobs created. See original source for further details on jobs and wage information. Investment is total project cost.","local",NA,NA,NA,"""""","Germany","privately held","automotive parts","automotive parts",NA,0.020173,"Motor Vehicle Parts Manufacturing",3.142,818,3363,NA
"681",256388,"Subaru of America Inc.","Subaru Corporation","Oregon","Gresham","Multnomah","",NA,"",NA,2023,20136,"$0","$20,136","Enterprise Zone Program","Business Oregon","property tax abatement",36,"",NA,1786000,1093319,"https://data.oregon.gov/Revenue-Expense/Part-A-Enterprise-Zone-Business-Projects-2023-Exem/mc92-ucqf/about_data","Year is fiscal year. Subsidy amount consists of exemptions on qualified property during the tax year. Description field shows zone name. Jobs are ""New Jobs of Firm in Zone"" (negative number indicate job reduction).","local",NA,NA,NA,"","Japan","publicly traded","motor vehicles","automobiles; aerospace & military contracting",NA,0.020136,"Motor Vehicle Manufacturing",1.786,807,3361,NA
"682",138183,"Ic Bus Of Oklahoma","Volkswagen","Oklahoma","","Tulsa",NA,NA,"year of exemption: 3",NA,2024,20078,"$0","$20,078","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,"","",NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles","$0",0.020078,"Motor Vehicle Manufacturing",NA,807,3361,NA
"683",198642,"Nvidia Corporation","Nvidia","Pennsylvania",NA,"",NA,NA,"",NA,2021,19700,"$0","$19,700","Research & Development Tax Credit","Department of Community & Economic Development","tax credit/rebate",NA,NA,NA,NA,0,"https://www.revenue.pa.gov/News%20and%20Statistics/ReportsStats/ResearchDevCredit/Pages/default.aspx","Year is CY. Subsidy is credit awarded in year.","state",NA,NA,NA,"California","USA","publicly traded","electrical and electronic equipment","electronic equipment",NA,0.0197,"Electrical Equipment, Appliance, and Component Manufacturing",NA,777,335,NA
"684",48070,"Bridgestone Americas, Inc.","Bridgestone","North Carolina","","",NA,NA,"",NA,2023,19596,"$0","$19,596","Article 3J Tax Credits for Growing Businesses","Department of Revenue","tax credit/rebate",NA,NA,NA,NA,0,"https://www.ncdor.gov/2024-economic-incentives-report","Year is calendar year. Subsidy value is amount of credits taken during the year. See original source for breakdown by tax credit subcategory.","state",NA,NA,NA,"","Japan","publicly traded","automotive parts","automotive parts-tires","$0",0.019596,"Motor Vehicle Parts Manufacturing",NA,818,3363,NA
"685",135612,"I C BUS OF OKLAHOMA LLC","Volkswagen","Oklahoma",NA,"Tulsa",NA,NA,"year of exemption: 1",NA,2022,18983,"$0","$18,983","Ad Valorem Reimbursement Fund","Oklahoma Tax Commission","tax credit/rebate",NA,NA,NA,NA,0,"https://oklahoma.gov/tax/reporting-resources/reports.html?q=annualreports","Year is FY. Subsidy value is value of exemption.","state",NA,NA,NA,"","Germany","publicly traded","motor vehicles","motor vehicles",NA,0.018983,"Motor Vehicle Manufacturing",NA,807,3361,NA
