"Actual investments by state, technology, and quarter (2024 million USD)"

version:,2025_Q2.20250811.0
created:,Mon Aug 11 13:41:07 2025 (PDT)

Segment,State,Technology,Subcategory,quarter,Estimated_Actual_Quarterly_Expenditure,Decarb_Sector
Energy and Industry,CA,Solar,Solar Photovoltaic,2018-Q1,306.249599,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2018-Q2,490.703789,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2018-Q3,556.606607,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2018-Q4,344.695182,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2019-Q1,354.730826,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2019-Q2,472.869666,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2019-Q3,487.002586,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2019-Q4,295.331560,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2020-Q1,601.179401,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2020-Q2,700.454410,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2020-Q3,889.856789,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2020-Q4,894.378912,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q1,560.823581,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q2,721.042556,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q3,906.677423,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2021-Q4,1230.915419,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q1,787.516073,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q2,815.774878,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q3,818.085824,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2022-Q4,1020.826127,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q1,1065.740347,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q2,1196.551647,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q3,1165.821005,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2023-Q4,880.222650,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q1,682.700414,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q2,665.325519,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q3,718.756162,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2024-Q4,712.234641,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2025-Q1,749.879297,Power
Energy and Industry,CA,Solar,Solar Photovoltaic,2025-Q2,1127.918360,Power
Energy and Industry,CA,Storage,Batteries,2018-Q1,66.377131,Power
Energy and Industry,CA,Storage,Batteries,2018-Q2,40.855110,Power
Energy and Industry,CA,Storage,Batteries,2018-Q3,48.295389,Power
Energy and Industry,CA,Storage,Batteries,2018-Q4,20.227322,Power
Energy and Industry,CA,Storage,Batteries,2019-Q1,12.270221,Power
Energy and Industry,CA,Storage,Batteries,2019-Q2,12.488111,Power
Energy and Industry,CA,Storage,Batteries,2019-Q3,70.838718,Power
Energy and Industry,CA,Storage,Batteries,2019-Q4,224.246474,Power
Energy and Industry,CA,Storage,Batteries,2020-Q1,267.214430,Power
Energy and Industry,CA,Storage,Batteries,2020-Q2,324.883644,Power
Energy and Industry,CA,Storage,Batteries,2020-Q3,456.109312,Power
Energy and Industry,CA,Storage,Batteries,2020-Q4,844.768232,Power
Energy and Industry,CA,Storage,Batteries,2021-Q1,1299.694319,Power
Energy and Industry,CA,Storage,Batteries,2021-Q2,1288.143780,Power
Energy and Industry,CA,Storage,Batteries,2021-Q3,1052.758868,Power
Energy and Industry,CA,Storage,Batteries,2021-Q4,1156.785601,Power
Energy and Industry,CA,Storage,Batteries,2022-Q1,1207.725333,Power
Energy and Industry,CA,Storage,Batteries,2022-Q2,1221.106136,Power
Energy and Industry,CA,Storage,Batteries,2022-Q3,1435.387881,Power
Energy and Industry,CA,Storage,Batteries,2022-Q4,1206.401614,Power
Energy and Industry,CA,Storage,Batteries,2023-Q1,1897.568344,Power
Energy and Industry,CA,Storage,Batteries,2023-Q2,2047.536961,Power
Energy and Industry,CA,Storage,Batteries,2023-Q3,2093.898034,Power
Energy and Industry,CA,Storage,Batteries,2023-Q4,2013.866791,Power
Energy and Industry,CA,Storage,Batteries,2024-Q1,2149.296324,Power
Energy and Industry,CA,Storage,Batteries,2024-Q2,1545.581065,Power
Energy and Industry,CA,Storage,Batteries,2024-Q3,1454.608628,Power
Energy and Industry,CA,Storage,Batteries,2024-Q4,1357.902282,Power
Energy and Industry,CA,Storage,Batteries,2025-Q1,1390.511121,Power
Energy and Industry,CA,Storage,Batteries,2025-Q2,1652.582429,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q1,92.357742,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q2,92.010557,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q3,93.918806,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2018-Q4,68.785832,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q1,25.133733,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q2,24.722961,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q3,23.303585,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2019-Q4,16.334574,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q1,6.106319,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q2,50.154897,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q3,65.860437,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2020-Q4,79.602785,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q1,310.430676,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q2,59.680691,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q3,52.809517,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2021-Q4,39.067170,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q1,20.777692,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q2,11.632952,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q3,11.100385,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2022-Q4,10.834101,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q1,23.969458,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q2,27.864455,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q3,27.864455,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2023-Q4,30.355248,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q1,107.199518,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q2,58.901564,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q3,14.498606,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2024-Q4,4.832869,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2025-Q1,28.426367,Power
Energy and Industry,CA,Wind,Onshore Wind Turbine,2025-Q2,62.775777,Power
Energy and Industry,CO,Carbon Management,Direct Air Capture,2022-Q3,0.202668,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2022-Q4,0.621516,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q1,0.608004,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q2,0.614760,Carbon Removal
Energy and Industry,CO,Carbon Management,Direct Air Capture,2023-Q3,0.013511,Carbon Removal
Energy and Industry,CO,Hydrogen,PEM,2020-Q2,0.265595,Industry
Energy and Industry,CO,Hydrogen,PEM,2020-Q3,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2020-Q4,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q1,0.426849,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q2,0.431592,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q3,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2021-Q4,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q1,0.426849,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q2,0.431592,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q3,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2022-Q4,0.436335,Industry
Energy and Industry,CO,Hydrogen,PEM,2023-Q1,0.026200,Industry
Energy and Industry,CO,Hydrogen,PEM,2023-Q2,0.476831,Industry
Energy and Industry,CO,Hydrogen,PEM,2023-Q3,0.482071,Industry
Energy and Industry,CO,Hydrogen,PEM,2023-Q4,0.461111,Industry
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q1,8.696485,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q2,8.696485,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q3,8.696485,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2018-Q4,8.696485,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2019-Q1,8.696485,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2019-Q2,2.898828,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2020-Q4,1.739297,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q1,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q2,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q3,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2021-Q4,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q1,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q2,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q3,5.217891,Power
Energy and Industry,CO,Other,Conventional Hydroelectric,2022-Q4,1.739297,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q1,11.238478,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q2,25.279740,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q3,62.039219,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2018-Q4,50.537996,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q1,12.068532,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q2,38.707805,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q3,83.648396,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2019-Q4,45.375477,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q1,36.616140,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q2,57.942476,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q3,72.811743,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2020-Q4,126.605401,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q1,147.038743,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q2,151.293513,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q3,134.805395,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2021-Q4,144.503717,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q1,228.312453,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q2,225.601972,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q3,197.591898,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2022-Q4,136.200348,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q1,169.249065,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q2,202.344619,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q3,126.017979,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2023-Q4,77.833844,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q1,62.487134,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q2,105.733223,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q3,152.244589,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2024-Q4,273.342956,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2025-Q1,172.991789,Power
Energy and Industry,CO,Solar,Solar Photovoltaic,2025-Q2,121.689067,Power
Energy and Industry,CO,Storage,Batteries,2018-Q1,4.408836,Power
Energy and Industry,CO,Storage,Batteries,2018-Q2,7.479294,Power
Energy and Industry,CO,Storage,Batteries,2018-Q3,7.479294,Power
Energy and Industry,CO,Storage,Batteries,2018-Q4,5.563556,Power
Energy and Industry,CO,Storage,Batteries,2019-Q4,0.180301,Power
Energy and Industry,CO,Storage,Batteries,2020-Q1,0.540904,Power
Energy and Industry,CO,Storage,Batteries,2020-Q2,0.540904,Power
Energy and Industry,CO,Storage,Batteries,2020-Q3,0.540904,Power
Energy and Industry,CO,Storage,Batteries,2021-Q4,25.071549,Power
Energy and Industry,CO,Storage,Batteries,2022-Q1,75.214646,Power
Energy and Industry,CO,Storage,Batteries,2022-Q2,78.704606,Power
Energy and Industry,CO,Storage,Batteries,2022-Q3,78.704606,Power
Energy and Industry,CO,Storage,Batteries,2022-Q4,78.704606,Power
Energy and Industry,CO,Storage,Batteries,2023-Q1,76.377966,Power
Energy and Industry,CO,Storage,Batteries,2023-Q2,79.332058,Power
Energy and Industry,CO,Storage,Batteries,2023-Q3,43.783440,Power
Energy and Industry,CO,Storage,Batteries,2023-Q4,43.783440,Power
Energy and Industry,CO,Storage,Batteries,2024-Q1,31.726698,Power
Energy and Industry,CO,Storage,Batteries,2024-Q2,7.613215,Power
Energy and Industry,CO,Storage,Batteries,2024-Q3,7.613215,Power
Energy and Industry,CO,Storage,Batteries,2024-Q4,73.511760,Power
Energy and Industry,CO,Storage,Batteries,2025-Q1,6.090572,Power
Energy and Industry,CO,Storage,Batteries,2025-Q2,3.045286,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q1,254.640577,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q2,381.244567,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q3,254.640577,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2018-Q4,0.955065,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q2,52.192395,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q3,70.279342,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2019-Q4,191.750664,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q1,594.200667,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q2,629.812066,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q3,264.086037,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2020-Q4,106.012393,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q1,106.012393,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q2,70.400995,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q3,91.819318,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2021-Q4,67.327982,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2022-Q1,67.327982,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2022-Q2,44.885321,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2023-Q3,200.084137,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2023-Q4,133.389424,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2024-Q3,145.908647,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2024-Q4,218.862971,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2025-Q1,218.862971,Power
Energy and Industry,CO,Wind,Onshore Wind Turbine,2025-Q2,218.862971,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q1,11.803898,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q2,16.172301,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q3,15.359575,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2018-Q4,9.391118,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q1,0.725004,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q2,24.784435,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q3,28.378981,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2019-Q4,20.274653,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q1,8.043547,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q2,11.705519,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q3,14.077177,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2020-Q4,13.695544,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q1,25.050712,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q2,44.019102,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q3,45.843749,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2021-Q4,29.790950,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q1,8.042674,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q2,13.011889,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q3,16.091980,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2022-Q4,11.861988,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q1,6.096991,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q2,10.621030,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q3,26.162230,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2023-Q4,50.395830,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q1,55.795429,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q2,43.920052,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q3,48.548274,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2024-Q4,40.521552,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2025-Q1,14.201909,Power
Energy and Industry,CT,Solar,Solar Photovoltaic,2025-Q2,12.584532,Power
Energy and Industry,CT,Storage,Batteries,2021-Q1,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2021-Q2,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2021-Q3,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2021-Q4,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2022-Q1,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2022-Q2,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2022-Q3,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2022-Q4,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2023-Q1,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2023-Q2,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2023-Q3,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2023-Q4,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2024-Q1,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2024-Q2,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2024-Q3,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2024-Q4,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2025-Q1,1.717267,Power
Energy and Industry,CT,Storage,Batteries,2025-Q2,1.717267,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q2,2.632323,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q3,3.948485,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2018-Q4,3.301558,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q1,0.669235,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q2,0.624619,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q3,1.595614,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2019-Q4,2.123266,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q1,1.059523,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q2,0.242807,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q3,1.746823,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2020-Q4,3.155862,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q1,3.310277,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q2,1.959144,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q3,2.114175,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2021-Q4,1.511298,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q1,0.492815,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q3,0.184446,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2022-Q4,0.841249,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q1,0.841249,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q2,0.656804,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q3,0.287912,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2023-Q4,2.691330,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q1,3.893039,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q2,2.949765,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q3,0.675565,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2024-Q4,0.675565,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2025-Q1,0.579594,Power
Energy and Industry,DC,Solar,Solar Photovoltaic,2025-Q2,0.387653,Power
Energy and Industry,DE,Other,Landfill Gas,2019-Q3,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2019-Q4,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q1,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q2,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q3,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2020-Q4,0.304672,Power
Energy and Industry,DE,Other,Landfill Gas,2021-Q1,0.304672,Power
